,title,description,read-time,author-name,designation,blog-image
573,Proshore Bootcamp: A free program for early-stage IT professionals in Nepal,Proshore Bootcamp was born out of love for two things: IT and Nepal. As part of Proshore’s social mission to create better job opportunities for aspiring IT professionals working in…,readtime,Prakash Bhusal,,https://proshore.eu/wp-content/uploads/2021/07/PHOTO-34-scaled-706x536.jpeg
574,From micromanaging to self-managing remote software development,"How does remote software development really work? If your business is thinking about investing in software development beyond your existing in-house capacity, then reliability, expertise, and team integration are key…",readtime,Prakash Bhusal,,https://proshore.eu/wp-content/uploads/2021/07/PHOTO-34-scaled-706x536.jpeg
575,Digital Product Labs: How Proshore helped sync listings & orders across Etsy & Shopify,"If you’re a manufacturer or retailer with products appearing on a single retail site, then updating your product feeds is a straightforward task. But what if your products appear on multiple merchant sites?...",readtime,Prakash Bhusal,,https://proshore.eu/wp-content/uploads/2021/07/PHOTO-34-scaled-706x536.jpeg
576,Micro-SaaS: what it is and why it matters,"Sometimes when a problem is so small, it can seem like no-one else shares it. When that problem relates to software as a service (SaaS), which already addresses particular pain…",readtime,Jeroen van der Horst,Account director,https://proshore.eu/wp-content/uploads/2021/07/1.jpeg
577,How to scale microservices without using Kubernetes,"The great thing about microservices is that if one of your software services fails, the rest of the system stays online. For global streaming giants and hyperscalers with teams of…",readtime,Jeroen van der Horst,Account director,https://proshore.eu/wp-content/uploads/2021/07/1.jpeg
578,Driving eCommerce excellence through innovative software development,"When it comes to software development, sometimes a challenge can’t be solved by an out-of-the-box solution. Instead, it requires thinking outside the box. That’s exactly what was required when Proshore…",readtime,Jeroen van der Horst,Account director,https://proshore.eu/wp-content/uploads/2021/07/1.jpeg
579,,,readtime,Jeroen van der Horst,Account director,https://proshore.eu/wp-content/uploads/2021/07/1.jpeg
580,,,readtime,Jeroen van der Horst,Account director,https://proshore.eu/wp-content/uploads/2021/07/1.jpeg
581,,,readtime,Jeroen van der Horst,Account director,https://proshore.eu/wp-content/uploads/2021/07/1.jpeg
582,The challenges and solutions of scaling software development for startups,"When you’re running a successful software startup, the time will come when you need to scale your team. You might have started out as a one or two-person outfit, but…",readtime,Jeroen van der Horst,Account director,https://proshore.eu/wp-content/uploads/2021/07/1.jpeg
583,How It Works: Teams As A Service,"When you’re scaling a software company, it can be a challenge to meet growing customer expectations and deliver shippable code. One moment you’re starting out as an entrepreneur with a…",readtime,Jeroen van der Horst,Account director,https://proshore.eu/wp-content/uploads/2021/07/1.jpeg
584,Nepal: A serious contender in software development outsourcing,"Say the words ‘outsourcing destination’ to people in the software industry, and they’ll probably reply with the name of one of the major players – like Bangladesh or India. Sure,…",readtime,Jeroen van der Horst,Account director,https://proshore.eu/wp-content/uploads/2021/07/1.jpeg
585,KSS: How to use Blackfire to monitor the performance of PHP application,"As a PHP developer, ‘Blackfire’ might be a name you have come across before or maybe not even heard of. For our resident PHP expert, Angel Maharjan, it was a…",readtime,Jeroen van der Horst,Account director,https://proshore.eu/wp-content/uploads/2021/07/1.jpeg
586,7 common mistakes in IT outsourcing – and tips to avoid making them,"As more and more companies seek to reduce operational costs in areas such as managing enterprise applications and software development, the IT outsourcing sector is experiencing a period of sustained…",readtime,Jeroen van der Horst,Account director,https://proshore.eu/wp-content/uploads/2021/07/1.jpeg
587,EU-Startups Summit,,readtime,Jeroen van der Horst,Account director,https://proshore.eu/wp-content/uploads/2021/07/1.jpeg
588,Scaling Startups In The Cloud: Ways To Make That Journey,"There’s no question that IT infrastructure is heading in one direction: towards the Cloud. For established, legacy businesses who are at the beginning of their digital transformation journey, moving to…",readtime,Jeroen van der Horst,Account director,https://proshore.eu/wp-content/uploads/2021/07/1.jpeg
589,SaaStr Europa,,readtime,Jeroen van der Horst,Account director,https://proshore.eu/wp-content/uploads/2021/07/1.jpeg
590,All Onboard: Overcoming the challenges of project ownership with managed teams,"Whatever sort of software you’re developing, when you look to a solution like a ‘development team as a service’ to scale and expedite your coding, you might be forgiven for…",readtime,Jeroen van der Horst,Account director,https://proshore.eu/wp-content/uploads/2021/07/1.jpeg
591,Proshore Bootcamp: A free program for early-stage IT professionals in Nepal,Proshore Bootcamp was born out of love for two things: IT and Nepal. As part of Proshore’s social mission to create better job opportunities for aspiring IT professionals working in…,readtime,Jeroen van der Horst,Account director,https://proshore.eu/wp-content/uploads/2021/07/1.jpeg
592,From micromanaging to self-managing remote software development,"How does remote software development really work? If your business is thinking about investing in software development beyond your existing in-house capacity, then reliability, expertise, and team integration are key…",readtime,Jeroen van der Horst,Account director,https://proshore.eu/wp-content/uploads/2021/07/1.jpeg
593,Digital Product Labs: How Proshore helped sync listings & orders across Etsy & Shopify,"If you’re a manufacturer or retailer with products appearing on a single retail site, then updating your product feeds is a straightforward task. But what if your products appear on multiple merchant sites?...",readtime,Jeroen van der Horst,Account director,https://proshore.eu/wp-content/uploads/2021/07/1.jpeg
594,Micro-SaaS: what it is and why it matters,"Sometimes when a problem is so small, it can seem like no-one else shares it. When that problem relates to software as a service (SaaS), which already addresses particular pain…",readtime,HariRam,designation,https://proshore.eu/wp-content/uploads/2021/07/PHOTO-36-scaled-706x536.jpeg
595,How to scale microservices without using Kubernetes,"The great thing about microservices is that if one of your software services fails, the rest of the system stays online. For global streaming giants and hyperscalers with teams of…",readtime,HariRam,designation,https://proshore.eu/wp-content/uploads/2021/07/PHOTO-36-scaled-706x536.jpeg
596,Driving eCommerce excellence through innovative software development,"When it comes to software development, sometimes a challenge can’t be solved by an out-of-the-box solution. Instead, it requires thinking outside the box. That’s exactly what was required when Proshore…",readtime,HariRam,designation,https://proshore.eu/wp-content/uploads/2021/07/PHOTO-36-scaled-706x536.jpeg
597,,,readtime,HariRam,designation,https://proshore.eu/wp-content/uploads/2021/07/PHOTO-36-scaled-706x536.jpeg
598,,,readtime,HariRam,designation,https://proshore.eu/wp-content/uploads/2021/07/PHOTO-36-scaled-706x536.jpeg
599,,,readtime,HariRam,designation,https://proshore.eu/wp-content/uploads/2021/07/PHOTO-36-scaled-706x536.jpeg
600,The challenges and solutions of scaling software development for startups,"When you’re running a successful software startup, the time will come when you need to scale your team. You might have started out as a one or two-person outfit, but…",readtime,HariRam,designation,https://proshore.eu/wp-content/uploads/2021/07/PHOTO-36-scaled-706x536.jpeg
601,How It Works: Teams As A Service,"When you’re scaling a software company, it can be a challenge to meet growing customer expectations and deliver shippable code. One moment you’re starting out as an entrepreneur with a…",readtime,HariRam,designation,https://proshore.eu/wp-content/uploads/2021/07/PHOTO-36-scaled-706x536.jpeg
602,Nepal: A serious contender in software development outsourcing,"Say the words ‘outsourcing destination’ to people in the software industry, and they’ll probably reply with the name of one of the major players – like Bangladesh or India. Sure,…",readtime,HariRam,designation,https://proshore.eu/wp-content/uploads/2021/07/PHOTO-36-scaled-706x536.jpeg
603,KSS: How to use Blackfire to monitor the performance of PHP application,"As a PHP developer, ‘Blackfire’ might be a name you have come across before or maybe not even heard of. For our resident PHP expert, Angel Maharjan, it was a…",readtime,HariRam,designation,https://proshore.eu/wp-content/uploads/2021/07/PHOTO-36-scaled-706x536.jpeg
604,7 common mistakes in IT outsourcing – and tips to avoid making them,"As more and more companies seek to reduce operational costs in areas such as managing enterprise applications and software development, the IT outsourcing sector is experiencing a period of sustained…",readtime,HariRam,designation,https://proshore.eu/wp-content/uploads/2021/07/PHOTO-36-scaled-706x536.jpeg
605,EU-Startups Summit,,readtime,HariRam,designation,https://proshore.eu/wp-content/uploads/2021/07/PHOTO-36-scaled-706x536.jpeg
606,Scaling Startups In The Cloud: Ways To Make That Journey,"There’s no question that IT infrastructure is heading in one direction: towards the Cloud. For established, legacy businesses who are at the beginning of their digital transformation journey, moving to…",readtime,HariRam,designation,https://proshore.eu/wp-content/uploads/2021/07/PHOTO-36-scaled-706x536.jpeg
607,SaaStr Europa,,readtime,HariRam,designation,https://proshore.eu/wp-content/uploads/2021/07/PHOTO-36-scaled-706x536.jpeg
